objectid,creator,culture,date,title,materials,measurements,credit,web_address,location,description,alternate_number,type,filename,format
JSMAIHL.1670,Tsukioka Yoshitoshi,Japanese,1890,Taira no Tadanori from the series One Hundred Aspects of the Moon,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214909;type=101,Japan,Yoshitoshi / Yoshtoshi; First edition date: 1890; Genre:ukiyo-e,,Image;StillImage,ihl-1670.jpg,image/jpeg
JSMAIHL.1671,Tsukioka Yoshitoshi,Japanese,1887,Bon Festival Moon from the series One Hundred Aspects of the Moon,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214910;type=101,Japan,Yoshitoshi / Taiso; First edition date: 1887; Genre:ukiyo-e,,Image;StillImage,ihl-1671.jpg,image/jpeg
JSMAIHL.1676,UTAGAWA Kokunimasa,Japanese,1904,Russo-Japanese War: Great Japan Red Cross Battlefield Hospital Treating Injured (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214911;type=101,Japan,Ryūa 柳蛙 / Edoko 江戸子; First edition date: 1904; Genre:nishiki-e; senso-e,,Image;StillImage,ihl-1676.jpg,image/jpeg
JSMAIHL.1683,Hanpo,Japanese,1912,"Illustration of the Main Gate at Aoyama During the Imperial Funeral Ceremony Aoyama Gotaisō shikijō sōmonzen no zu (triptych)
 青山御大葬式場総門前の図",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214912;type=101,Japan,Hanpo kinga / hōtō seal; First edition date: 1912; Genre:nishiki-e,,Image;StillImage,ihl-1683.jpg,image/jpeg
JSMAIHL.1708,Yōsai Nobushige,Japanese,1897,"Nintoku Tenno, Kibi Daijin China, Fujiwara Nakamitsu, one sheet of four from a Brief History of Japan e-sugoroku",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214913;type=101,Japan,ōju Nobushige ga / Nobushige; First edition date: 1897; Genre:e-sugoroku,,Image;StillImage,ihl-1708.jpg,image/jpeg
JSMAIHL.1709,Yōsai Nobushige,Japanese,1897,"Hachimantarō, Komatsu Daifu Shigemori kyō, Kusunoki Masashige, Ōta Dōkan, one sheet of four from a Brief History of Japan e-sugoroku",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214914;type=101,Japan,Nobushige / no seal; First edition date: 1897; Genre:e-sugoroku,,Image;StillImage,ihl-1709.jpg,image/jpeg
JSMAIHL.1710,Yōsai Nobushige,Japanese,1897,"Kojima Takanori, Fujiwara Kunimitsu, Empress Jingū, Soga Tokimune, one sheet of four from a Brief History of Japan e-sugoroku",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214915;type=101,Japan,Nobushige / no seal; First edition date: 1897; Genre:e-sugoroku,,Image;StillImage,ihl-1710.jpg,image/jpeg
JSMAIHL.1713,,Japanese,c. 1896,Bijin showing a folding screen to a recling man (untitled woodblock kuchi-e from unknown magazine),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214916;type=101,Japan,應需年方絵 ōju Toshikata-e / 方絵 Toshikata; First edition date: c. 1896; Genre:kuchi-e,,Image;StillImage,ihl-1713.jpg,image/jpeg
JSMAIHL.1727,Shōsai Ikkeii,Japanese,1872,"Tenth Month, Asakusa from the series Twelve Months at Famous Places in Tokyo",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214917;type=101,Japan,Shōsai Ikkei giga / not sealed; First edition date: 1872; Genre:ukiyo-e; meisho-e; giga,,Image;StillImage,ihl-1727.jpg,image/jpeg
JSMAIHL.1742,HASEGAWA Sadanobu II,Japanese,c. 1875,"Monster Reforms Mayor,
No. 8 from the Ōsaka Nichinichi Shinbunshi",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214918;type=101,Japan,小信改二代 貞信画 Konobu the second changing to Sadanobu ga / not sealed; First edition date: c. 1875; Genre:nishiki-e shinbun,,Image;StillImage,ihl-1742.jpg,image/jpeg
JSMAIHL.1802,Yōshū Chikanobu,Japanese,"March 10, 1896",Taiwanese War: Illustration of the Battle of Baguashan (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214919;type=101,Japan,"Yōshū Chikanobu / no seal; First edition date: March 10, 1896; Genre:nishiki-e; senso-e",,Image;StillImage,ihl-1802.jpg,image/jpeg
JSMAIHL.1809,Harada Kōkyo,Japanese,"Feb 1, 1897",Empress Dowager Eishō’s Imperial Funeral (triptych),Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214920;type=101,Japan,"Kōkyo 耕挙 /  Kōkyo 耕挙; First edition date: Feb 1, 1897; Genre:ukiyo-e",,Image;StillImage,ihl-1809.jpg,image/jpeg
JSMAIHL.1810,ADACHI Ginkō,Japanese,March 1895,The Occupation of the Fortress at Niuzhuang: The Battle of Lieutenant Colonel Imada (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214921;type=101,Japan,not signed / 吟光 Ginkō; First edition date: March 1895; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-1810.jpg,image/jpeg
JSMAIHL.1811,,Japanese,1895,"Captain Higuchi, in the Midst of the Attack, Personally Holds a Lost Chinese Child (triptych)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214922;type=101,Japan,Gekkō / ichigaku ichiei; First edition date: 1895; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-1811.jpg,image/jpeg
JSMAIHL.1812,,Japanese,unknown but likely 1899,Young Sea Bream from the book Gekkō Gaho,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214923;type=101,Japan,月耕 Gekkō / unread rectangular seal; First edition date: 1899; Genre:e-hon; orihon-bound book,,Image;StillImage,ihl-1812.jpg,image/jpeg
JSMAIHL.1813,,Japanese,1890,"December, The Ten Chapters from Uji, from the series Twelve Months of the Floating World",Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214924;type=101,Japan,Gekkō 月耕 / Ogata 尾形; First edition date: 1890; Genre:ukiyo-e,,Image;StillImage,ihl-1813.jpg,image/jpeg
JSMAIHL.1817,,Japanese,Dec 1873,"Illustration of Mitsui Group's Western-style Three Story House at Surugachō, Tokyo (two sheets, right and center, of triptych) also see IHL Cat. 342",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214925;type=101,Japan,Ichiyōsai Kuniteru mosha / no seal; First edition date: Dec 1873; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-1817.jpg,image/jpeg
JSMAIHL.1829,Tsukioka Yoshitoshi,Japanese,1886,Soga no Gorō Tokimune and Gosho no Gorōmaru from the series Yoshitoshi's Courageous Warriors,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214926;type=101,Japan,Yoshtoshi / Taiso; First edition date: 1886; Genre:ukiyo-e; musasha-e,,Image;StillImage,ihl-1829.jpg,image/jpeg
JSMAIHL.1830,Tsukioka Yoshitoshi,Japanese,1886,Kurō Hōgan Minamoto Yoshitsune and Notonokami Noritsune from the series Yoshitoshi's Courageous Warriors,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214927;type=101,Japan,Yoshtoshi / Taiso; First edition date: 1886; Genre:ukiyo-e; musasha-e,,Image;StillImage,ihl-1830.jpg,image/jpeg
JSMAIHL.1831,Tsukioka Yoshitoshi,Japanese,1886,Hino Kumawakamaru from the series Yoshitoshi's Courageous Warriors,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214928;type=101,Japan,Yoshtoshi ga / Taiso; First edition date: 1886; Genre:ukiyo-e; musasha-e,,Image;StillImage,ihl-1831.jpg,image/jpeg
JSMAIHL.1834,Okura Kōtō,Japanese,1896,Illustration of the Disastrous Flood  (2 sheets of triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214929;type=101,Japan,Kōtō / unread square seal; First edition date: 1896; Genre:nishiki-e,,Image;StillImage,ihl-1834.jpg,image/jpeg
JSMAIHL.1840,Kobayashi Kiyochika,Japanese,1896 November,Monkey Bridge from the series Views of the Famous Sights of Japan,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214930;type=101,Japan,Kiyochika / Kiyo and Chika; First edition date: 1896 November; Genre:ukiyo-e; meisho-e,,Image;StillImage,ihl-1840.jpg,image/jpeg
JSMAIHL.1841,Kobayashi Kiyochika,Japanese,1896 December,Yokosuka Shipyard from the series Views of the Famous Sights of Japan,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214931;type=101,Japan,Kiyochika / Kiyo seal; First edition date: 1896 December; Genre:ukiyo-e; meisho-e,,Image;StillImage,ihl-1841.jpg,image/jpeg
JSMAIHL.1842,Kobayashi Kiyochika,Japanese,1897 January,Narita-san Shihshōji Temple  from the series Views of the Famous Sights of Japan,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214932;type=101,Japan,Kiyochika / Kiyo seal; First edition date: 1897 January; Genre:ukiyo-e; meisho-e,,Image;StillImage,ihl-1842.jpg,image/jpeg
JSMAIHL.1843,Kobayashi Kiyochika,Japanese,1897 December,"Inner Valley at Tsukigase from the series Views of the Famous Sights of Japan (color variant, also see IHL #340)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214933;type=101,Japan,no signature / Kiyo and Chika; First edition date: 1897 December; Genre:ukiyo-e; meisho-e,,Image;StillImage,ihl-1843.jpg,image/jpeg
JSMAIHL.1899,Shunsai Toshimasa,Japanese,1883/1889,"Tokyo, Konishiki Yasokichi",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214934;type=101,Japan,Shunsai hitsu / no seal; First edition date: 1884/1889; Genre:ukiyo-e; sumō-e,,Image;StillImage,ihl-1899.jpg,image/jpeg
JSMAIHL.1900,Shunsai Toshimasa,Japanese,1890/1901,"Iyo [Province], Asashio Tarō",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214935;type=101,Japan,Shunsai hitsu / no seal; First edition date: 1890/1901; Genre:ukiyo-e; sumō-e,,Image;StillImage,ihl-1900.jpg,image/jpeg
JSMAIHL.1904,Morikawa Chikashige,Japanese,August 1875,"Nishiki-e Shinbun, Yomiuri Shinbun No. 9, Illustrations No. 24 and No. 25  (chuban diptych)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214936;type=101,Japan,Chikashige hitsu / Toshidama seal; First edition date: August 1875; Genre:ukiyo-e; nishiki-e shinbun,,Image;StillImage,ihl-1904.jpg,image/jpeg
JSMAIHL.1907,Utagawa Hiroshige III,Japanese,1877,Sake Brewing at Itami in Settsu Province from the series Products of Greater Japan (chirimen print),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214937;type=101,Japan,not signed or sealed; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-1907.jpg,image/jpeg
JSMAIHL.1908,Imae Shunkin,Japanese,1883,Viewing the Cherry Blossoms on the Sumida River at Night (mounted fan print),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214938;type=101,Japan,ōju Shunkin hitsu / no seal; First edition date: 1883; Genre:ukiyo-e; sensu-e,,Image;StillImage,ihl-1908.jpg,image/jpeg
JSMAIHL.1918,Utagawa Hiroshige III,Japanese,1877,Pulling Up a Whale in Iki Province from the series Products of Greater Japan (chirimen print),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214939;type=101,Japan,not signed / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-1918.jpg,image/jpeg
JSMAIHL.1919,Utagawa Hiroshige III,Japanese,1877,Mandarin Orange Plantation in Kii Province from the series Products of Greater Japan (chirimen print) (also see IHL Cat.  #540),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214940;type=101,Japan,not signed / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-1919.jpg,image/jpeg
JSMAIHL.1920,Utagawa Hiroshige III,Japanese,1877,Planting Rush in Bingo Province from the series Products of Greater Japan (chirimen print),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214941;type=101,Japan,not signed or sealed; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-1920.jpg,image/jpeg
JSMAIHL.1921,Utagawa Hiroshige III,Japanese,1877,Mat Making in Bingo Province from the series Dai Nippon Bussan Zue (Products of Greater Japan) (chirimen print) (See IHL Cat. #461),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214942;type=101,Japan,not signed / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-1921.jpg,image/jpeg
JSMAIHL.1943,Nagashima Shungyō,Japanese,July 1880,The Glory of the Imperial Flowers (Hana no miyako goyo no sakae) (triptych),Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214943;type=101,Japan,永嶌孟斎 Nagashima Mōsai / unread diamond shaped seal; First edition date: July 1880; Genre:ukiyo-e,,Image;StillImage,ihl-1943.jpg,image/jpeg
JSMAIHL.1945,Utagawa Hiroshige III,Japanese,1877,Shipping New Brew Sake in Settsu Province from the series Dai Nippon Bussan Zue (chirimen print),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214944;type=101,Japan,Andō Tokubei / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-1945.jpg,image/jpeg
JSMAIHL.1948,unread (Hōei? '峰栄),Japanese,Oct. 1894,Valiant Battle at Kiuliencheng (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214945;type=101,Japan,Hōei? ga '峰栄画  / no seal; First edition date: Oct. 1894; Genre:nishiki-e; senso-e,,Image;StillImage,ihl-1948.jpg,image/jpeg
JSMAIHL.1949,Utagawa Kunimasa IV (Kunisada III),Japanese,Aug. 1894,"Illustration of The Sino-Japanese War, Ansong (Anjō) Crossing, Korea
(triptych)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214946;type=101,Japan,Baidō hitsu / no seal; First edition date: Aug. 1894; Genre:nishiki-e; senso-e,,Image;StillImage,ihl-1949.jpg,image/jpeg
JSMAIHL.1950,UTAGAWA Kokunimasa,Japanese,Sep. 1894,Illustration of a Scouting Patrol in a Skirmish in the Vicinity of Port Arthur (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214947;type=101,Japan,Baidō Kokunimasa / no seal; First edition date: Sep. 1894; Genre:nishiki-e; senso-e,,Image;StillImage,ihl-1950.jpg,image/jpeg
JSMAIHL.1957,HASEGAWA Sadanobu II (Konobu I),Japanese,1936,Picture of the Famous Kobe Steam Train from the Kobe Old Print Collection (reprint),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214948;type=101,Japan,Konobu ga 小信 画  / no seal; First edition date: 1874; Genre:nishki-e; kaika-e,,Image;StillImage,ihl-1957.jpg,image/jpeg
JSMAIHL.1959,Yōshū Chikanobu,Japanese,1890,"Wang Xiang: Catching Fish for His Stepmother in Winter, No. 7 from the series Juxtaposed Pictures of Twenty-four Paragons of Filial Piety",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214949;type=101,Japan,楊洲周延 Yōshū Chikanobu / no seal; First edition date: 1890; Genre:nishiki-e; ukiyo-e,,Image;StillImage,ihl-1959.jpg,image/jpeg
JSMAIHL.1960,Yōshū Chikanobu,Japanese,1890,"Tanzi: He Fed His Parent's Doe's Milk, No. 10 from the series Juxtaposed Pictures of Twenty-four Paragons of Filial Piety",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214950;type=101,Japan,楊洲周延 Yōshū Chikanobu / no seal; First edition date: 1890; Genre:nishiki-e; ukiyo-e,,Image;StillImage,ihl-1960.jpg,image/jpeg
JSMAIHL.1970,,Japanese,1873,Thomas Carlyle from the series Legends of Great Westerners,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214951;type=101,Japan,not signed or sealed; First edition date: 1873; Genre:ukiyo-e; kyōiku nishikie,,Image;StillImage,ihl-1970.jpg,image/jpeg
JSMAIHL.1971,,Japanese,1873,Richard Arkwright from the series Legends of Great Westerners,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214952;type=101,Japan,not signed or sealed; First edition date: 1873; Genre:ukiyo-e; kyōiku nishikie,,Image;StillImage,ihl-1971.jpg,image/jpeg
JSMAIHL.1974,ADACHI Ginkō,Japanese,"March 26, 1877",Kagoshima Shinbun: Illustration of the Battle of Yamagaguchi (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214953;type=101,Japan,"irai shitagai Shinshō Ginkō ga / unread seal; First edition date: March 26, 1877; Genre:nishiki-e; senso-e",,Image;StillImage,ihl-1974.jpg,image/jpeg
JSMAIHL.1978,Utagawa Kunimasa IV (Kunisada III),Japanese,March 1889,Illustration of [The Emperor’s Carriage] Departing the Imperial Palace [over] Nijūbashi (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214954;type=101,Japan,Kōchōrō Kunisada hitsu / no seal; First edition date: March 1889; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-1978.jpg,image/jpeg
JSMAIHL.1981,,Japanese,c. 1883/1890,"Rough Tales of the Floating World told on Eastern Brocades: Sekiguchi Yatarō, Araki Mataemon, Kimura Matazō, Musashibō Benkei",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214955;type=101,Japan,Toshikata ga and Toshikata / not sealed; First edition date: c. 1883/1890; Genre:ukiyo-e; musasha-e,,Image;StillImage,ihl-1981.jpg,image/jpeg
JSMAIHL.1984,KUBOTA Beisen (assisted by his son Kubota Beisai),Japanese,"Nov. 8, 1894","Illustrated Account of the Sino-Japanese War, Volume 2",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214956;type=101,Japan,"credits on colophon: 久保田 米 僊 Kubota Beisen
久保田 米 齊Kubota Beisai; First edition date: Nov. 8, 1894; Genre:ehon; senso-e",,Image;StillImage,ihl-1984.jpg,image/jpeg
JSMAIHL.2008,Yamada Toshitada,Japanese,February 1889,"Scenic View of Tokyo, Ueno Park Tōshō-gū Shrine",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214957;type=101,Japan,ōju Nansai Toshitada / unread oval seal; First edition date: February 1889; Genre:ukiyo-e; meisho-e; kaika-e,,Image;StillImage,ihl-2008.jpg,image/jpeg
JSMAIHL.2054,the Utagawa Kuniteru II,Japanese,1873,Benjamin Franklin from the series Legends of Great Westerners,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214958;type=101,Japan,not signed / not sealed; First edition date: 1873; Genre:ukiyo-e; kyōiku nishiki-e,,Image;StillImage,ihl-2054.jpg,image/jpeg
JSMAIHL.2055,,Japanese,1873,[Principles and Applications of the] Wheel and Axle from an untitled series on Mechanics (right half of diptych ( (see IHL #765),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214959;type=101,Japan,not signed / not sealed; First edition date: 1873; Genre:ukiyo-e; kyōiku nishiki-e,,Image;StillImage,ihl-2055.jpg,image/jpeg
JSMAIHL.2058,,Japanese,1873,Young Boys' Rough Behavior from the series Little Child's Pictures for Home Entertainment,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214960;type=101,Japan,not signed / not sealed; First edition date: 1873; Genre:ukiyo-e; kyōiku nishiki-e,,Image;StillImage,ihl-2058.jpg,image/jpeg
JSMAIHL.2059,,Japanese,1873,Good Girls Showing Concern from the series Little Child Pictures for Home Entertainment,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214961;type=101,Japan,not signed / not sealed; First edition date: 1873; Genre:ukiyo-e; kyōiku nishiki-e,,Image;StillImage,ihl-2059.jpg,image/jpeg
